web-scraper-order,web-scraper-start-url,referencias,referencias-href,paginacion,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681680396-2490","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer ACER 15.6"" Pulgadas 513J Intel Ci5 - RAM 8GB - Disco SSD 1TB - Negro","https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-513j-intel-ci5-ram-8gb-disco-ssd-1tb-negro/p/4711121281525","","Computador Portátil Gamer ACER 15.6"" Pulgadas 513J Intel Ci5 - RAM 8GB - Disco SSD 1TB - Negro","$4.499.000
                                            Hoy","Mayor velocidad gracias a su procesador de 11° generación","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121281525-001.jpg?context=bWFzdGVyfGltYWdlc3w1MjE2fGltYWdlL2pwZWd8aGE5L2hhOC8xMzUyOTY3MDI1NDYyMi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEyODE1MjVfMDAxLmpwZ3xmMjU5MWVmNTM5NzZiNWI2ZDg3MGI5MDg4OGNhNjViZmM5MTE5NzUyMzM4YWM5Yjg4ODdjZTAxZTY3ZDdhMWMy"
"1681680401-2491","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ACER 14"" Pulgadas R01G AMD R5 - RAM 8GB - Disco SSD 512GB - Plateado","https://www.ktronix.com/computador-portatil-acer-14-pulgadas-r01g-amd-r5-ram-8gb-disco-ssd-512gb-plateado/p/4711121324949","","Computador Portátil ACER 14"" Pulgadas R01G AMD R5 - RAM 8GB - Disco SSD 512GB - Plateado","$2.669.000
                                            Hoy","Acer Color Intelligence proporciona una pantalla+brillante","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121324949-001.jpg?context=bWFzdGVyfGltYWdlc3wzODYwfGltYWdlL2pwZWd8aDFhL2hmZi8xMzY2MTM4MjY3MjQxNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEzMjQ5NDlfMDAxLmpwZ3wwZjdjYmFkZGI0MGE0ZGQ4YTE1Y2ZiMzI1ZWUwOTFlNmI4YjA1NmViMTg4NjZkMzdkOTZlNTZhNzJmZDY2NmE5"
"1681680407-2492","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","MacBook Air 13"" Pulgadas MLY43E/A - Chip M2 - RAM 8GB - SSD 512GB - Azul","https://www.ktronix.com/macbook-air-13-pulgadas-mly43e-a-chip-m2-ram-8gb-ssd-512gb-azul/p/194253191070","","MacBook Air 13"" Pulgadas MLY43E/A - Chip M2 - RAM 8GB - SSD 512GB - Azul","$8.039.000
                                            Hoy","Con Chip M2, 1,4 veces más rapido que el modelo con Chip M1","5.0","6 Opiniones","/medias/194253191070-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNjY4fGltYWdlL2pwZWd8aW1hZ2VzL2g5MS9oZDMvMTI3MjkzMzA5OTExMzQuanBnfDBkMWI4ODdmODgyZjQ0YTQzMDAyZTVmYzBhZDc5ZWNjZjg5MjAwN2ZiZjRkZjdkM2IxMmVmNjQ2N2ExODEwMzE"
"1681680413-2493","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ACER 14"" Pulgadas R059 AMD R3 - RAM 8GB - Disco SSD 256GB - Plateado","https://www.ktronix.com/computador-portatil-acer-14-pulgadas-r059-amd-r3-ram-8gb-disco-ssd-256gb-plateado/p/4711121324932","","Computador Portátil ACER 14"" Pulgadas R059 AMD R3 - RAM 8GB - Disco SSD 256GB - Plateado","$1.899.000
                                            Hoy","Acer Color Intelligence proporciona una pantalla+brillante","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121324932-001.jpg?context=bWFzdGVyfGltYWdlc3wzODYwfGltYWdlL2pwZWd8aDNmL2gyNC8xMzY2MTM3Njc3NDE3NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEzMjQ5MzJfMDAxLmpwZ3w4NWI1YTA2YjdlYTFhY2Y5NTc4ODVjNmE5MmI1NGMxYzVlMDY0MjMzNzNkZmEyYTBmZTE5NzA0ZjJmMDYwNWY3"
"1681680418-2494","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 5 - AMD Ryzen 7 - RAM 16GB - Disco SSD 512GB - Gris","https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-5-amd-ryzen-7-ram-16gb-disco-ssd-512gb-gris/p/196379131329","","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 5 - AMD Ryzen 7 - RAM 16GB - Disco SSD 512GB - Gris","$3.799.000
                                            Hoy","Resolución Full HD, imágenes mas nítidas.","5.0","21 Opiniones","/medias/196379131329-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0NDc2fGltYWdlL2pwZWd8aW1hZ2VzL2gxZC9oZTMvMTI2MzA5OTM5MjgyMjIuanBnfDM3NzlkZDBkOTllMmUxMGVkNmMxNmEwZDMzN2YwNjZiYmFmMWE3ZjhkMDRjNDI0NjBlMWRlM2ExMWJkMzE3Y2Y"
"1681680424-2495","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HP 15.6"" Pulgadas ef2505la - AMD Ryzen 7 - RAM 8GB - Disco SSD 512 GB - Dorado","https://www.ktronix.com/computador-portatil-hp-156-pulgadas-ef2505la-amd-ryzen-7-ram-8gb-disco-ssd-512-gb-dorado/p/196337771505","","Computador Portátil HP 15.6"" Pulgadas ef2505la - AMD Ryzen 7 - RAM 8GB - Disco SSD 512 GB - Dorado","$2.799.000
                                            Hoy","HP Fast Charge. Carga de 0 a 50% en aproximadamente 45 min","4.9","8 Opiniones","/medias/196337771505-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMTc5fGltYWdlL2pwZWd8aW1hZ2VzL2g2Yi9oOTQvMTE3NTIwMTA2MTI3NjYuanBnfDE5NGFhYWJkNThkNzgyOGI2NjA3MjgxOTk5NjI0NmMzZDI4NTZjODAwMTQ4MWQ3ZDg2NDA2MmQ0NDNmZDNhNmI"
"1681680430-2496","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Asus Zenbook OLED 14"" Pulgadas UM5401QA - AMD R5 - RAM 16GB - Disco SSD 512 GB - Negro","https://www.ktronix.com/computador-portatil-asus-zenbook-oled-14-pulgadas-um5401qa-amd-r5-ram-16gb-disco-ssd-512-gb-negro/p/4711081489696","","Computador Portátil Asus Zenbook OLED 14"" Pulgadas UM5401QA - AMD R5 - RAM 16GB - Disco SSD 512 GB - Negro","$5.149.000
                                            Hoy","Incluye Funda","null","null","/medias/4711081489696-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w1MDUxfGltYWdlL2pwZWd8aW1hZ2VzL2g3MC9oOGIvMTI0NjE3MDg3Mzg1OTAuanBnfGUzYzMyZmM4MjI3NDNmNjA3ZGVmYTUxZDRmYjMwZjc3NzYxYzVhYTY1MjM0NjU4ODc0YTE5MWE2MWNmZTBmNjg"
"1681680435-2497","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","MacBook Pro 14"" pulgadas MPHE3E/A - Chip M2 Pro - RAM 16GB - SSD 512GB - Gris","https://www.ktronix.com/macbook-pro-14pulgadas-mphe3e-a-chip-m2-pro-ram-16gb-ssd-512gb-gris/p/194253317876","","MacBook Pro 14"" pulgadas MPHE3E/A - Chip M2 Pro - RAM 16GB - SSD 512GB - Gris","$13.379.000
                                            Hoy","Potencia con Chip M2 Pro: CPU 10 núcleos GPU 16 núcleos","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253317876-001.jpg?context=bWFzdGVyfGltYWdlc3wyOTQ1fGltYWdlL2pwZWd8aDkwL2hlYy8xMzYzMTc2MzU3ODkxMC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzMxNzg3Nl8wMDEuanBnfDNkM2ViMzBiMTgzNDhiZDg3MTIxYzNiZDJjOWQ1NTY4YzI4YmRiYTRlODg2YjY3NzhmODFlZjY1MmE5MDkyMjc"
"1681680442-2498","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Pavilion HP 14"" Pulgadas dv2003la-Intel Core i7 - RAM 12GB- Disco SSD 512 GB - Dorado","https://www.ktronix.com/computador-portatil-pavilion-hp-14-pulgadas-dv2003la-intel-core-i7-ram-12gb-disco-ssd-512-gb-dorado/p/196548561872","","Computador Portátil Pavilion HP 14"" Pulgadas dv2003la-Intel Core i7 - RAM 12GB- Disco SSD 512 GB - Dorado","$4.569.000
                                            Hoy","Seguridad para el usuario. Lector de huella dactilar","5.0","10 Opiniones","/medias/196548561872-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0NTc0fGltYWdlL2pwZWd8aDcwL2hlNy8xMzM5MzYyMzI4NTc5MC8xOTY1NDg1NjE4NzJfMDAxXzYwV3g2MEh8MTcxNGUyODU4NWVhZTAxNDdlMTU5Nzc0Y2JlOTU5OWFmZGY4YjBmZThhZDAzNWM3ZmEzY2EyMjEyYjA4OTEzNQ"
"1681680449-2499","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil 2 en 1 HP Spectre 13.5"" Pulgadas ef0100la Intel Core i7 - RAM 16GB - Disco SSD 1 TB - Azul","https://www.ktronix.com/computador-portatil-2-en-1-hp-spectre-135-pulgadas-ef0100la-intel-core-i7-ram-16gb-disco-ssd-1-tb-azul/p/196548673087","","Computador Portátil 2 en 1 HP Spectre 13.5"" Pulgadas ef0100la Intel Core i7 - RAM 16GB - Disco SSD 1 TB - Azul","$8.599.000
                                            Hoy","Seguridad para el usuario. Lector de huella dactilar","5.0","2 Opiniones","/medias/196548673087-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0NDc5fGltYWdlL2pwZWd8aDE2L2hmNi8xMzQyNDg5ODY3MDYyMi8xOTY1NDg2NzMwODdfMDAxXzYwV3g2MEh8NjVhMGQ0YWEzMGQ4NjQ3M2FjYmM0ZmFmMWEyYTI0MTViY2M5NzkxYzE3NTQ5ZjYzYzQxZTM1MDM1OGVlNTc4Mg"
"1681680457-2500","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HP Pavilion 13.3"" Pulgadas be0500la - AMD Ryzen 5 - RAM 8GB - Disco SDD 512 GB - Plata","https://www.ktronix.com/computador-portatil-hp-pavilion-133-pulgadas-be0500la-amd-ryzen-5-ram-8gb-disco-sdd-512-gb-plata/p/196068158484","","Computador Portátil HP Pavilion 13.3"" Pulgadas be0500la - AMD Ryzen 5 - RAM 8GB - Disco SDD 512 GB - Plata","$2.999.000
                                            Hoy","Realmente ultraligero gracias a su diseño de magnesio","5.0","4 Opiniones","/medias/196068158484-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyODgyfGltYWdlL2pwZWd8aW1hZ2VzL2g0NC9oYzkvMTE0NzI0NjMwMzY0NDYuanBnfDYzOTQzNWY2MjIzYzdmNmQ5MWM0N2I2MzRmOTM3OGViZDRlOWVkZjQzZjA5YmY4YzNkZWRmNzc5NmM3ZjE2NGU"
"1681680462-2501","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ASUS Vivobook Pro OLED 15.6"" Pulgadas K6500ZC - Intel Core i5 - RAM 16GB - Disco SSD 512GB - Azul","https://www.ktronix.com/computador-portatil-asus-vivobook-pro-oled-156-pulgadas-k6500zc-intel-core-i5-ram-16gb-disco-ssd-512gb-azul/p/4711081811954","","Computador Portátil ASUS Vivobook Pro OLED 15.6"" Pulgadas K6500ZC - Intel Core i5 - RAM 16GB - Disco SSD 512GB - Azul","$5.999.000
                                            Hoy","Pantalla OLED más rápida con tiempo de respuesta de 0,2 ms","5.0","1 Opinión","/medias/4711081811954-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MjIyfGltYWdlL2pwZWd8aGVlL2gyYS8xMzQxMDg3Njk4MTI3OC80NzExMDgxODExOTU0XzAwMV82MFd4NjBIfDBlOWI1MjY5MzMyMDUyMGE3NDY4OGMzZjFkYjI5MDRiMmIzNzUzZWQ3MzE5M2RmOTY2OTRhN2FmYjk2ODQ2YjM"
"1681680468-2502","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil VICTUS Gamer HP 16.1"" Pulgadas d0510la-INTEL Core i7 - RAM 16GB- Disco SSD 512 GB - Azul","https://www.ktronix.com/computador-portatil-victus-gamer-hp-161-pulgadas-d0510la-intel-core-i7-ram-16gb-disco-ssd-512-gb-azul/p/196337885172","","Computador Portátil VICTUS Gamer HP 16.1"" Pulgadas d0510la-INTEL Core i7 - RAM 16GB- Disco SSD 512 GB - Azul","$7.119.000
                                            Hoy","Frecuencia de actualización 144Hz, con resolución de 1080p","4.5","6 Opiniones","/medias/196337885172-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzODc5fGltYWdlL2pwZWd8aW1hZ2VzL2g0MS9oMDYvMTI0MDU5ODY0NTk2NzguanBnfDc5MjY2NmZhNTI3MjdmYWY4NzM1NTdjNjgyZTU3NDE1NDkxMWFmMjA2OWFkMmNhYzNmYzk5OTliYzRlYjBkZTQ"
"1681680474-2503","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer Victus HP 15.6"" Pulgadas fb0102la - AMD Ryzen 5 - RAM 8GB- Disco SSD 512 GB - Plateado","https://www.ktronix.com/computador-portatil-gamer-victus-hp-156-pulgadas-fb0102la-amd-ryzen-5-ram-8gb-disco-ssd-512-gb-plateado/p/196548844944","","Computador Portátil Gamer Victus HP 15.6"" Pulgadas fb0102la - AMD Ryzen 5 - RAM 8GB- Disco SSD 512 GB - Plateado","$3.499.000
                                            Hoy","Calidad de imagen. Pantalla ultraslim IPS 250 nits 144Hz","4.8","5 Opiniones","/medias/196548844944-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjA4fGltYWdlL2pwZWd8aDYxL2gwOS8xMzQzMDYyMjI1NzE4Mi8xOTY1NDg4NDQ5NDRfMDAxXzYwV3g2MEh8MzIzZGQxOTBiNmY2NDZhYjFhMmIzOGY4MzgxOTM3NjFlNjkzYmJhNGYxZDVmNTQ5NGQ2NjVjMmFkM2Y5MTFkOQ"
"1681680479-2504","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer LENOVO 15,6"" Pulgadas IdeaPad Gaming 3 - Intel Core i5 - RAM 8GB - Disco SSD 512GB - Negro","https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-ideapad-gaming-3-intel-core-i5-ram-8gb-disco-ssd-512gb-negro/p/196380731846","","Computador Portátil Gamer LENOVO 15,6"" Pulgadas IdeaPad Gaming 3 - Intel Core i5 - RAM 8GB - Disco SSD 512GB - Negro","$4.099.000
                                            Hoy","Tarjeta grafica independiente, potencia tareas graficas","5.0","2 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196380731846-001.jpg?context=bWFzdGVyfGltYWdlc3wzMzg4fGltYWdlL2pwZWd8aGE3L2g3OC8xMzY0OTIyNjMzNDIzOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjM4MDczMTg0Nl8wMDEuanBnfGVhZGJlNjY0MmZjMWViZTQ0YWEzZTQ5MjRiNzM3OTQxODgxMWJlZTU4MjY5YTIxMzE2NjAzYmZmMzA4MmIzNTM"
"1681680484-2505","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 5 - Intel CI5 - RAM 16GB - Disco SSD 512GB - Azul","https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-5-intel-ci5-ram-16gb-disco-ssd-512gb-azul/p/196802796095","","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 5 - Intel CI5 - RAM 16GB - Disco SSD 512GB - Azul","$3.999.000
                                            Hoy","Doceava generación Intel, desempeño de vanguardia","5.0","1 Opinión","/medias/196802796095-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w1MTEyfGltYWdlL2pwZWd8aDFiL2g1ZS8xMzQ2NTMyMjUyMDYwNi8xOTY4MDI3OTYwOTVfMDAxXzYwV3g2MEh8NjkzNzg3NDEyZmU3MDllYzM3MGQ4MmQ4ZmM2Y2RmN2QwNjNmMmFjMTFiMzZmNmVhNTcxNWU3NmRiZTEyYTJkOQ"
"1681680489-2506","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ACER 15.6"" Pulgadas 771F Intel Ci7 - RAM 8GB - Disco SSD 512GB - Negro","https://www.ktronix.com/computador-portatil-acer-156-pulgadas-771f-intel-ci7-ram-8gb-disco-ssd-512gb-negro/p/4711121327087","","Computador Portátil ACER 15.6"" Pulgadas 771F Intel Ci7 - RAM 8GB - Disco SSD 512GB - Negro","$2.899.000
                                            Hoy","Acer Color Intelligence proporciona una pantalla+brillante","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121327087-001.jpg?context=bWFzdGVyfGltYWdlc3w0NTU4fGltYWdlL2pwZWd8aGMyL2gzZC8xMzUyOTc0NDU3MjQ0Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEzMjcwODdfMDAxLmpwZ3w4YzI2ZTkyZjBiMmQyYTFjYmE0NzY5ZGQxMGFiOWFjM2NmYjUzNzAzMDY2NTk4NzgyODBmY2Q1MDBlMzBhMWM3"
"1681680494-2507","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 3 - Intel CI3 - RAM 8GB - Disco SSD 256GB - Azul","https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-intel-ci3-ram-8gb-disco-ssd-256gb-azul/p/196380731808","","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 3 - Intel CI3 - RAM 8GB - Disco SSD 256GB - Azul","$1.599.000
                                            Hoy","Lector de huella, mayor seguridad de acceso.","4.9","18 Opiniones","/medias/196380731808-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MjI0fGltYWdlL2pwZWd8aGQxL2g4Mi8xMzQ2NTI1MTY3NjE5MC8xOTYzODA3MzE4MDhfMDAxXzYwV3g2MEh8M2E2ZDQ4OTAzZGEyOTA5ZDQwNjc3OWRiMTM3OGQ3Zjk5Mzk1YjMxN2E0MTg0NDA1MzY5ZmE5NTQyNmMzMzMzZA"
"1681680498-2508","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ASUS Zenbook OLED 13.3"" Pulgadas UX325EA - Intel Core i5 - RAM 16GB - Disco SSD 512 GB - Gris","https://www.ktronix.com/computador-portatil-asus-zenbook-oled-133-pulgadas-ux325ea-intel-core-i5-ram-16gb-disco-ssd-512-gb-gris/p/4711081887966","","Computador Portátil ASUS Zenbook OLED 13.3"" Pulgadas UX325EA - Intel Core i5 - RAM 16GB - Disco SSD 512 GB - Gris","$4.299.000
                                            Hoy","Carga ultrarrápida, el 60% en solo 49 minutos.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711081887966-001.jpg?context=bWFzdGVyfGltYWdlc3w0MjI3fGltYWdlL2pwZWd8aGI5L2g4NS8xMzUwMDY3NDE0NjMzNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTEwODE4ODc5NjZfMDAxLmpwZ3wxODQ2YTQwOTBkOTVhMmY3MWJhNzg3NDkyMzFiM2E5Y2VjNzMzNzY3NzE0NDBkZTg4OTdjNTcwOTA4ODRiZjI1"
"1681680503-2509","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer LENOVO 15.6"" Pulgadas IdeaPad Gaming 3 - AMD Ryzen 5 - RAM 8GB - Disco SSD 512GB - Blanco","https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-ideapad-gaming-3-amd-ryzen-5-ram-8gb-disco-ssd-512gb-blanco/p/196801133945","","Computador Portátil Gamer LENOVO 15.6"" Pulgadas IdeaPad Gaming 3 - AMD Ryzen 5 - RAM 8GB - Disco SSD 512GB - Blanco","$4.499.000
                                            Hoy","Tarjeta grafica independiente, potencia tareas graficas","5.0","2 Opiniones","/medias/196801133945-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0Mjk5fGltYWdlL2pwZWd8aGVkL2hlMC8xMzQ2NTI4MTE2NzM5MC8xOTY4MDExMzM5NDVfMDAxXzYwV3g2MEh8YzQ0YWJmN2UxM2UyZTFiYWQ3ODI0ZGQxOTgxY2QyY2Q1NzRiODY0YjVhZmUzMDg5NTIyYTliMTM4ZDIxNGE3Yw"
"1681680508-2510","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","MacBook Pro 14 ""pulgadas MPHG3E/A - Chip M2 Max - RAM 32GB - 1 TB SSD - Gris","https://www.ktronix.com/macbook-pro-14pulgadas-mphg3e-a-chip-m2-max-ram-32gb-1tb-ssd-gris/p/194253318774","","MacBook Pro 14 ""pulgadas MPHG3E/A -  Chip M2 Max - RAM 32GB - 1 TB SSD - Gris","$20.499.000
                                            Hoy","Potencia con Chip M2 Max: CPU 12 núcleos GPU 30 núcleos","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253318774-001.jpg?context=bWFzdGVyfGltYWdlc3wyOTQ1fGltYWdlL2pwZWd8aGFlL2gxOC8xMzYzMTc3NDE5NTc0Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzMxODc3NF8wMDEuanBnfDQ3MzkyYWZhN2RjOWU0MGRmMjBiM2YzYzc5OGJjZTM3NDFlMDJhYjgwNGNkODIzNmZhNmIyYWUyNmFkODNmZjQ"
"1681680513-2511","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 3 - Intel CI3 - RAM 8GB - Disco SSD 512GB - Azul","https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-intel-ci3-ram-8gb-disco-ssd-512gb-azul/p/196802790864","","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 3 - Intel CI3 - RAM 8GB - Disco SSD 512GB - Azul","$2.019.000
                                            Hoy","Película antirreflejo trabaja en cualquier condición de luz.","4.8","11 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196802790864-001.jpg?context=bWFzdGVyfGltYWdlc3wzMTg3fGltYWdlL2pwZWd8aDM5L2g2Zi8xMzcwODk3NDg1MDA3OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjgwMjc5MDg2NF8wMDEuanBnfDFkYWUxZGUxMDc0MzU2ZThiNjE1YzJjZTQxMGEyZWY4YjI1ODE4MGNmMmQ4MmFhYjUxMTZmMWVlNThlMmJiYzE"
"1681680519-2512","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HP Pavilion 14"" Pulgadas dv2000la - Intel Core i5 - RAM 8GB- Disco SSD 512 GB - Dorado","https://www.ktronix.com/computador-portatil-hp-pavilion-14-pulgadas-dv2000la-intel-core-i5-ram-8gb-disco-ssd-512-gb-dorado/p/196548561858","","Computador Portátil HP Pavilion 14"" Pulgadas dv2000la - Intel Core i5 - RAM 8GB- Disco SSD 512 GB - Dorado","$3.299.000
                                            Hoy","Seguridad para el usuario. Lector de huella dactilar","4.8","5 Opiniones","/medias/196548561858-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMjMzfGltYWdlL2pwZWd8aW1hZ2VzL2hmZi9oYTIvMTI3MjkzOTE4MDg1NDIuanBnfGIxYzlhZTU4MGRiYjhlZDY1OTU4NWVjMDBlY2VhNzBhMzYxMjdlZjEyZDM1MzNlZmYwZGZlZTk1NDUwM2FiNDI"
"1681680524-2513","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ACER 14"" Pulgadas 50NM Intel Ci5 - RAM 8GB - Disco SSD 1TB - Rojo","https://www.ktronix.com/computador-portatil-acer-14-pulgadas-50nm-intel-ci5-ram-8gb-disco-ssd-1tb-rojo/p/4711121309397","","Computador Portátil ACER 14"" Pulgadas 50NM Intel Ci5 - RAM 8GB - Disco SSD 1TB - Rojo","$3.299.000
                                            Hoy","Acer Color Intelligence proporciona una pantalla+brillante","5.0","2 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121309397-001.jpg?context=bWFzdGVyfGltYWdlc3wzNjk2fGltYWdlL2pwZWd8aGEwL2g0OC8xMzUyOTY5Mzg0NzU4Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEzMDkzOTdfMDAxLmpwZ3xkMWE4NDhmMjg3M2UyYjc0MzYxYTliY2NmNTM2YWIzYTM2MzFkYTMwMzMyYjQwNjdlYTJhYmIzYjg1NjNhNGVk"
